Year,Player,Runs
1999,Aamer Sohail (PAK),53
1999,JS Ababu (KENYA),11
1999,Abdul Razzaq (PAK),367
1999,JC Adams (WI),638
1999,AB Agarkar (INDIA),43
1999,Ahmed Kamal (BDESH),11
1999,Akram Khan (BDESH),227
1999,MW Alleyne (ENG),76
1999,MJD Allingham (SCOT),11
1999,GI Allott (NZ),7
1999,Al Sahariar (BDESH),99
1999,CEL Ambrose (WI),84
1999,Aminul Islam (BDESH),180
1999,Aminul Islam (BDESH),1
1999,JO Angara (KENYA),6
1999,RP Arnold (SL),505
1999,Arshad Khan (PAK),38
1999,KLT Arthurton (WI),133
1999,Asim Butt (SCOT),23
1999,NJ Astle (NZ),569
1999,MS Atapattu (SL),787
1999,ID Austin (ENG),5
1999,M Azharuddin (INDIA),408
1999,Azhar Mahmood (PAK),343
1999,MD Bell (NZ),37
1999,DM Benkenstein (SA),183
1999,MG Bevan (AUS),949
1999,JAR Blain (SCOT),15
1999,GS Blewett (AUS),77
1999,AM Blignaut (ZIM),50
1999,N Boje (SA),19
1999,JWHD Boteju (SL),3
1999,MV Boucher (SA),248
1999,EA Brandes (ZIM),74
1999,GB Brent (ZIM),10
1999,JE Brinkley (SCOT),52
1999,HR Bryan (WI),43
1999,CE Bulfin (NZ),9
1999,CL Cairns (NZ),579
1999,ADR Campbell (ZIM),703
1999,SL Campbell (WI),747
1999,SV Carlisle (ZIM),374
1999,UDU Chandana (SL),395
1999,S Chanderpaul (WI),960
1999,N Chopra (INDIA),226
1999,DN Chudasama (KENYA),3
1999,PT Collins (WI),0
1999,CD Collymore (WI),16
1999,JP Crawley (ENG),55
1999,RDB Croft (ENG),120
1999,WJ Cronje (SA),587
1999,DN Crookes (SA),33
1999,DJ Cullinan (SA),517
1999,AC Dale (AUS),19
1999,AG Davies (SCOT),83
1999,AC Dawson (SA),6
1999,SI de Saram (SL),56
1999,KSC de Silva (SL),3
1999,PA de Silva (SL),394
1999,M Dillon (WI),61
1999,TM Dilshan (SL),141
1999,HH Dippenaar (SA),43
1999,AA Donald (SA),10
1999,SB Doull (NZ),6
1999,R Dravid (INDIA),1761
1999,CJ Drum (NZ),9
1999,NR Dyer (SCOT),3
1999,MA Ealham (ENG),171
1999,S Elworthy (SA),37
1999,Enamul Haque (BDESH),92
1999,CN Evans (ZIM),2
1999,NH Fairbrother (ENG),497
1999,Faruk Ahmed (BDESH),16
1999,DW Fleming (AUS),18
1999,SP Fleming (NZ),332
1999,A Flintoff (ENG),100
1999,A Flower (ZIM),852
1999,GW Flower (ZIM),784
1999,ARC Fraser (ENG),19
1999,IS Gallage (SL),14
1999,DJ Gandhi (INDIA),30
1999,D Ganga (WI),1
1999,SC Ganguly (INDIA),1767
1999,CH Gayle (WI),58
1999,HH Gibbs (SA),805
1999,AC Gilchrist (AUS),1241
1999,AF Giles (ENG),10
1999,JN Gillespie (AUS),16
1999,MW Goodwin (ZIM),600
1999,D Gough (ENG),108
1999,AFG Griffith (WI),4
1999,DA Gunawardene (SL),193
1999,SK Gupta (KENYA),77
1999,Habibul Bashar (BDESH),25
1999,AJ Hall (SA),9
1999,GM Hamilton (SCOT),217
1999,CZ Harris (NZ),410
1999,MN Hart (NZ),0
1999,Hasan Raza (PAK),120
1999,Hasibul Hossain (BDESH),49
1999,UC Hathurusingha (SL),0
1999,DW Headley (ENG),12
1999,GA Hick (ENG),794
1999,WW Hinds (WI),277
1999,AJ Hollioake (ENG),150
1999,BC Hollioake (ENG),4
1999,CL Hooper (WI),368
1999,MJ Horne (NZ),421
1999,AG Huckle (ZIM),0
1999,N Hussain (ENG),487
1999,Ijaz Ahmed (PAK),587
1999,Imran Nazir (PAK),6
1999,Inzamam-ul-Haq (PAK),1106
1999,RD Jacobs (WI),600
1999,A Jadeja (INDIA),1144
1999,Jahangir Alam (BDESH),0
1999,Javed Omar (BDESH),47
1999,ST Jayasuriya (SL),674
1999,DPMD Jayawardene (SL),744
1999,NC Johnson (ZIM),739
1999,SB Joshi (INDIA),206
1999,BP Julian (AUS),184
1999,JH Kallis (SA),944
1999,RS Kalpage (SL),34
1999,RS Kaluwitharana (SL),882
1999,JK Kamande (KENYA),2
1999,VG Kambli (INDIA),80
1999,HH Kanitkar (INDIA),38
1999,AY Karim (KENYA),94
1999,SS Karim (INDIA),18
1999,MS Kasprowicz (AUS),2
1999,Khaled Mahmud (BDESH),103
1999,Khaled Mashud (BDESH),142
1999,AR Khurasiya (INDIA),137
1999,RD King (WI),33
1999,G Kirsten (SA),465
1999,L Klusener (SA),854
1999,NV Knight (ENG),437
1999,T Kumaran (INDIA),8
1999,A Kumble (INDIA),60
1999,BC Lara (WI),631
1999,GR Larsen (NZ),71
1999,SG Law (AUS),31
1999,S Lee (AUS),227
1999,DS Lehmann (AUS),821
1999,RN Lewis (WI),68
1999,NC McGarrell (WI),25
1999,GD McGrath (AUS),7
1999,NAM McLean (WI),119
1999,CD McMillan (NZ),325
1999,TN Madondo (ZIM),41
1999,RS Mahanama (SL),225
1999,Mahbubur Rahman (BDESH),3
1999,Manjural Islam (BDESH),14
1999,JJ Martin (INDIA),40
1999,DR Martyn (AUS),450
1999,M Mbangwa (ZIM),0
1999,Mehrab Hossain (BDESH),321
1999,Minhajul Abedin (BDESH),140
1999,HS Modi (KENYA),143
1999,Mohammad Rafique (BDESH),49
1999,DS Mohanty (INDIA),0
1999,Moin Khan (PAK),523
1999,NR Mongia (INDIA),188
1999,TM Moody (AUS),198
1999,PV Mpitsang (SA),1
1999,AD Mullally (ENG),21
1999,M Muralitharan (SL),50
1999,JR Murray (WI),114
1999,DT Mutendera (ZIM),20
1999,Naimur Rahman (BDESH),146
1999,DJ Nash (NZ),155
1999,Neeyamur Rashid (BDESH),5
1999,SB O'Connor (NZ),1
1999,TM Odoyo (KENYA),257
1999,MO Odumbe (KENYA),296
1999,HK Olonga (ZIM),19
1999,PJ Ongondo (KENYA),0
1999,KO Otieno (KENYA),265
1999,GK Pandey (INDIA),4
1999,AC Parore (NZ),348
1999,BMW Patterson (SCOT),10
1999,ASA Perera (SL),36
1999,PDRL Perera (SL),3
1999,NO Perry (WI),121
1999,IL Philip (SCOT),20
1999,SM Pollock (SA),278
1999,RT Ponting (AUS),1038
1999,RL Powell (WI),464
1999,BKV Prasad (INDIA),58
1999,MSK Prasad (INDIA),120
1999,KR Pushpakumara (SL),0
1999,S Ramesh (INDIA),646
1999,A Ranatunga (SL),420
1999,FL Reifer (WI),22
1999,PR Reiffel (AUS),10
1999,GJ Rennie (ZIM),72
1999,JA Rennie (ZIM),20
1999,JN Rhodes (SA),386
1999,MJR Rindel (SA),39
1999,Saeed Anwar (PAK),912
1999,Saleem Malik (PAK),116
1999,G Salmond (SCOT),57
1999,TT Samaraweera (SL),3
1999,Saqlain Mushtaq (PAK),94
1999,V Sehwag (INDIA),1
1999,KF Semple (WI),64
1999,Shafiuddin Ahmed (BDESH),2
1999,RD Shah (KENYA),326
1999,Shahid Afridi (PAK),465
1999,Shahriar Hossain (BDESH),306
1999,M Sheikh (KENYA),49
1999,Shoaib Akhtar (PAK),12
1999,Shoaib Malik (PAK),15
1999,LR Shukla (INDIA),18
1999,LPC Silva (SL),85
1999,PV Simmons (WI),143
1999,RR Singh (INDIA),655
1999,MJ Smith (SCOT),19
1999,CM Spearman (NZ),143
1999,J Srinath (INDIA),121
1999,IM Stanger (SCOT),47
1999,AJ Stewart (ENG),365
